phosphor	compound.n.02,synthetic.n.01
Tagore	writer.n.01,communicator.n.01
Innocent_XII	pope.n.01,catholic.n.01,spiritual_leader.n.01
arccosine	function.n.01,trigonometric_function.n.01
perimysium	connective_tissue.n.01,animal_tissue.n.01
Piemonte	italian_region.n.01,state.n.01
Jacksonian	follower.n.01,person.n.01
creosol	phenol.n.01,organic_compound.n.01
vice-presidency	term.n.02,tenure.n.01
vice-presidency	occupation.n.01,position.n.06
gawker	spectator.n.01,perceiver.n.01
FPD	display.n.06,electronic_device.n.01
base_metal	chemical_element.n.01,metallic_element.n.01
glucosamine	group.n.02,amino.n.01
glucosamine	glucose.n.01,aldohexose.n.01
magnetograph	instrument.n.01,scientific_instrument.n.01
cracked_wheat	wheat.n.02,grain.n.02
sour_milk	milk.n.01,dairy_product.n.01,beverage.n.01
high-pass_filter	filter.n.02,electrical_device.n.01
Battle_of_Puebla	battle.n.01,pitched_battle.n.01
ancient	organism.n.01,oldster.n.01,person.n.01,adult.n.01,causal_agent.n.01
immunogenicity	immunity.n.02,condition.n.01
comp	communication.n.01,examination.n.02
Andrija_Mohorovicic	geophysicist.n.01,geologist.n.01
British_West_Indies	west_indies.n.01
nitramine	chemical.n.01,explosive.n.01
schlepper	simpleton.n.01,person.n.01
credit_rating	estimate.n.01,calculation.n.02
Victoria_Day	holiday.n.02,legal_holiday.n.01
Mid-Atlantic_Ridge	ridge.n.03,geological_formation.n.01
Papuan_language	natural_language.n.01,language.n.01
impeccability	correctness.n.02,propriety.n.01
impeccability	righteousness.n.01,morality.n.01
Yb	chemical_element.n.01,metallic_element.n.01
Yb	computer_memory_unit.n.01,unit_of_measurement.n.01
classwork	school_assignment.n.01,assignment.n.05
monolingual	causal_agent.n.01,person.n.01,organism.n.01
fagoting	needlework.n.01,embroidery.n.02
sewing_stitch	sewing.n.02,stitch.n.01
Aten	deity.n.01,egyptian_deity.n.01
stocktake	listing.n.02,inventory.n.05
Nielsen	musician.n.02,composer.n.01
Teton_Sioux	sioux.n.01,plains_indian.n.01
above	music.n.01,writing.n.02,section.n.01
magnesium_carbonate	carbonate.n.01,salt.n.01
Tandy	actress.n.01,actor.n.01
method_acting	activity.n.01,performing_arts.n.01,acting.n.01
ding	happening.n.01,sound.n.04
ding	appearance.n.01,blemish.n.01
liposuction	lipectomy.n.01,plastic_surgery.n.01
odist	poet.n.01,writer.n.01
Lucullus	general.n.01,general_officer.n.01
souchong	black_tea.n.01,tea.n.05
crescent_wrench	wrench.n.03,adjustable_wrench.n.01
filaggrin	protein.n.01,macromolecule.n.01
Caloosahatchee	stream.n.01,river.n.01
worldly_possession	commodity.n.01,artifact.n.01
deco	artistic_movement.n.01,movement.n.04
Wicca	cult.n.01,religion.n.02
Wicca	belief.n.01,theological_virtue.n.01,religion.n.01
rich_people	group.n.01,people.n.01
monofocal_IOL	lens_implant.n.01,implant.n.01
Communism_Peak	peak.n.04,mountain_peak.n.01
Carnegie_Mellon_University	establishment.n.04,university.n.02
Latakia	turkish_tobacco.n.01,tobacco.n.01
Latakia	city.n.01,municipality.n.01
Latakia	geographic_point.n.01,port.n.01
Arcangelo_Corelli	musician.n.02,composer.n.01
Arcangelo_Corelli	musician.n.01,violinist.n.01
lemon_grass	lipid.n.01,oil.n.01
lemon_grass	grass.n.01,gramineous_plant.n.01
canker_sore	ulcer.n.01,lesion.n.01
SMSgt	noncommissioned_officer.n.01,sergeant.n.01
Anzac	soldier.n.01,enlisted_person.n.01
yardbird	enlisted_man.n.01,recruit.n.01
yardbird	unfortunate.n.01,prisoner.n.01
Haifa	city.n.01,municipality.n.01
Haifa	geographic_point.n.01,port.n.01
low_profile	salience.n.01,visibility.n.02
Pbit	computer_memory_unit.n.01,unit_of_measurement.n.01
BOLD_FMRI	magnetic_resonance_imaging.n.01,functional_magnetic_resonance_imaging.n.01
raininess	intensity.n.02,badness.n.02
knee-high	stocking.n.01,sock.n.01,hosiery.n.01
Massif_Central	massif.n.01,geological_formation.n.01
Massif_Central	highland.n.01,tableland.n.01
sun_hat	headdress.n.01,hat.n.01
frequentative	content_word.n.01,verb.n.02
piquantness	taste_property.n.01,spiciness.n.01
piquantness	quality.n.01,attribute.n.02
Ottawa_river	stream.n.01,river.n.01
Ferdinand_the_Catholic	king.n.01,sovereign.n.01
numerical_analysis	pure_mathematics.n.01,mathematics.n.01
object-oriented_programing	creating_by_mental_acts.n.01,programming.n.02
self-renewal	repetition.n.02,renewal.n.02
muskiness	property.n.02,olfactory_property.n.01
scorper	graver.n.01,hand_tool.n.01
physical_condition	condition.n.01,state.n.02
present_times	times.n.01,time_period.n.01
Waterloo	town.n.01,municipality.n.01
Waterloo	defeat.n.01,ending.n.04,failure.n.02
Waterloo	battle.n.01,pitched_battle.n.01
Atreus	mythical_being.n.01,imaginary_being.n.01
National_Association_of_Realtors	association.n.01,organization.n.01
attributive_genitive	genitive.n.01,oblique.n.01
Constantina	city.n.01,municipality.n.01
Sotho	african.n.01,bantu.n.01
Sotho	niger-congo.n.01,bantu.n.02
Ciudad_Bolivar	city.n.01,municipality.n.01
Ciudad_Bolivar	geographic_point.n.01,port.n.01
quesadilla	burrito.n.01,dish.n.02
backlighting	lighting.n.02,apparatus.n.01
Pius_VI	pope.n.01,catholic.n.01,spiritual_leader.n.01
George	martyr.n.02,victim.n.01
George	saint.n.01,patron_saint.n.01,defender.n.01
George	king_of_england.n.01,king.n.01
Asian_American	american.n.01,inhabitant.n.01
anti-American	causal_agent.n.01,person.n.01,organism.n.01
liberation_theology	system.n.04,theology.n.02
technical_analysis	analysis.n.01,investigation.n.02
faulting	opening.n.01,crack.n.01
Johann_Maier	scholar.n.01,theologian.n.01
Grigori_Potyokin	serviceman.n.01,military_officer.n.01
Grigori_Potyokin	leader.n.01,politician.n.02
Pelagius	monk.n.01,religious.n.01
graphic	representation.n.02,picture.n.01
Hameln	town.n.01,municipality.n.01
brewpub	brewery.n.01,plant.n.01
brewpub	building.n.01,restaurant.n.01
dialectology	humanistic_discipline.n.01,linguistics.n.02
General_Certificate_of_Secondary_Education	rank.n.02,grade.n.02
Theodosius	emperor.n.01,roman_emperor.n.01
spinnbarkeit	quality.n.01,spinnability.n.01
Potsdam_Conference	meeting.n.01,conference.n.01
Payne's_grey	coloring_material.n.01,pigment.n.01
moderationism	policy.n.01,plan_of_action.n.01
extensiveness	magnitude.n.03,importance.n.01
rectorship	occupation.n.01,position.n.06
Saint_James_the_Apostle	apostle.n.03,disciple.n.01,christian.n.01
Saint_James_the_Apostle	saint.n.01,deity.n.01
Johann_Maier_Eck	scholar.n.01,theologian.n.01
King_of_the_Germans	king.n.01,sovereign.n.01
fallboard	protective_covering.n.01,covering.n.02
didanosine	antiviral.n.01,medicine.n.02
Paul_III	pope.n.01,catholic.n.01,spiritual_leader.n.01
antipope	pope.n.01,catholic.n.01,spiritual_leader.n.01
Saint_Irenaeus	doctor_of_the_church.n.01,theologian.n.01,church_father.n.01
Saint_Irenaeus	saint.n.01,deity.n.01
flip_side	opposition.n.02,relation.n.01
utterness	limit.n.01,extent.n.02
zap	event.n.01,psychological_feature.n.01
Oldenburg	sculptor.n.01,artist.n.01
Walloons	group.n.01,ethnic_group.n.01
Walloons	european.n.01,belgian.n.01
Walloons	romance.n.03,french.n.01
entrecote	meat.n.01,cut.n.06
stogie	roll_of_tobacco.n.01,cigar.n.01
Ganymede	mythical_being.n.01,imaginary_being.n.01
Ganymede	satellite.n.03,galilean_satellite.n.01
Doctor_of_Arts	academic_degree.n.01,doctor's_degree.n.01,honorary_degree.n.01
attributive_genitive_case	genitive.n.01,oblique.n.01
habitableness	fitness.n.01,suitability.n.01
grey_goldenrod	wildflower.n.01,goldenrod.n.01
element_111	substance.n.01,chemical_element.n.01
postlude	solo.n.02,voluntary.n.02
Fallopio	anatomist.n.01,expert.n.01
dysphasia	unfitness.n.01,disability.n.01
rollerblading	skating.n.01,roller_skating.n.01
duodecimal	fraction.n.03,common_fraction.n.01
Savinien_Cyrano_de_Bergerac	dramatist.n.01,writer.n.01
Savinien_Cyrano_de_Bergerac	soldier.n.01,enlisted_person.n.01
Weser	stream.n.01,river.n.01
tumor_suppressor_gene	suppressor.n.02,gene.n.01
Ponselle	soprano.n.01,singer.n.01
vardenafil	virility_drug.n.01,drug.n.01
Cold_War	state.n.02,hostility.n.02
obstruent	consonant.n.01,phone.n.02
pockmark	scar.n.01,symptom.n.01
Pica	disorder.n.01,eating_disorder.n.01
Pica	linear_unit.n.01,unit_of_measurement.n.01
Pica	bird_genus.n.01,genus.n.02
rabidity	exuberance.n.02,liveliness.n.02
chum_salmon	salmon.n.01,salmonid.n.01,food_fish.n.01
soapiness	quality.n.01,attribute.n.02
rectorate	occupation.n.01,position.n.06
ultima	language_unit.n.01,syllable.n.01
Francois_Mitterrand	statesman.n.01,politician.n.02
Andromeda	woody_plant.n.01,shrub.n.01
Andromeda	mythical_being.n.01,imaginary_being.n.01
Andromeda	constellation.n.02,natural_object.n.01
Chartres_Cathedral	church.n.02,cathedral.n.01
second_string	unit.n.03,team.n.01
spirometry	measurement.n.01,activity.n.01
Giovanni_Maria_Mastai-Ferretti	pope.n.01,catholic.n.01,spiritual_leader.n.01
lens_nucleus	body_part.n.01,structure.n.04
Bay_of_Campeche	gulf.n.01,body_of_water.n.01
quartan	ague.n.02,symptom.n.01
detumescence	decline.n.01,decrease.n.02
I.E.D.	explosive_device.n.01,device.n.01
King_Ferdinand	king.n.01,sovereign.n.01
arcsin	function.n.01,trigonometric_function.n.01
Geordie	english_person.n.01,britisher.n.01
Geordie	west_germanic.n.01,english.n.01
Outaouais	stream.n.01,river.n.01
fail-safe	device.n.01,mechanism.n.05
First_Council_of_Lyons	council.n.02,assembly.n.04
Asa_Gray	botanist.n.01,biologist.n.01
genus_Lates	fish_genus.n.01,genus.n.02
Hilaire_Germain_Edgar_Degas	artist.n.01,painter.n.01
YiB	computer_memory_unit.n.01,unit_of_measurement.n.01
Pontius_Pilate	procurator.n.02,bureaucrat.n.01
tiered_seat	seating.n.01,room.n.02
uneven_bars	parallel_bars.n.01,gymnastic_apparatus.n.01
Mongoloid	asian.n.01,person_of_color.n.01,inhabitant.n.01
Mongoloid	simpleton.n.01,idiot.n.01
skinny-dip	water_sport.n.01,swimming.n.01
wire_stripper	tool.n.01,hand_tool.n.01
detention_basin	river_basin.n.01,geographical_area.n.01
biriani	nutriment.n.01,dish.n.02
rate_of_return	magnitude_relation.n.01,rate.n.01
bereaved	causal_agent.n.01,person.n.01,organism.n.01
Muhammedan	follower.n.01,person.n.01
midweek	weekday.n.01,day_of_the_week.n.01
midweek	fundamental_quantity.n.01,time_period.n.01
Dorothea_Dix	disputant.n.01,reformer.n.01
Argun_River	stream.n.01,river.n.01
Thomas_Willis	neurologist.n.01,specialist.n.02
heartbreaker	charmer.n.02,person.n.01
heartbreaker	defeat.n.01,ending.n.04,failure.n.02
passado	blow.n.01,stab.n.02
battle_of_Plataea	battle.n.01,pitched_battle.n.01
